
Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#227 - >DIPPA_06564.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF13287.5 ;; note=Fn3 associated,nuclear predicted localisation	superfamily	463829	20	83	0.000209399	38.4221	cl44623	Fn3_assoc superfamily	 - 	 - 
Q#228 - >DIPPA_06564.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13287.5 ;; note=Fn3 associated,nuclear predicted localisation	superfamily	463829	20	83	0.000209399	38.4221	cl44623	Fn3_assoc superfamily	 - 	 - 
Q#229 - >DIPPA_06569.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00188.25 ;; note=Cysteine-rich secretory protein family,nuclear predicted localisation	specific	395136	188	288	6.2429e-08	48.3531	pfam00188	CAP	 - 	cl00133
Q#230 - >DIPPA_07337.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00397.25 ;; note=WW domain,nuclear predicted localisation	specific	459800	279	305	2.62223e-05	39.7955	pfam00397	WW	 - 	cl47545
Q#231 - >DIPPA_07311.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00642.23 ;; note=Zinc finger C-x8-C-x5-C-x3-H type (and similar)	superfamily	459726	114	184	0.000251031	37.1506	cl47517	ubiquitin superfamily	 - 	 - 
Q#231 - >DIPPA_07311.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00642.23 ;; note=Zinc finger C-x8-C-x5-C-x3-H type (and similar)	specific	465719	313	331	0.000357616	35.4706	pfam18345	zf_CCCH_4	 - 	cl48331
Q#231 - >DIPPA_07311.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00642.23 ;; note=Zinc finger C-x8-C-x5-C-x3-H type (and similar)	superfamily	464787	281	331	0.00899091	33.9746	cl25863	zf-CCCH_3 superfamily	C	 - 
Q#232 - >DIPPA_07343.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00400.31 ;; note=WD domain, G-beta repeat,cytoplasmic predicted localisation	specific	459801	227	266	9.95312e-05	38.0954	pfam00400	WD40	 - 	cl47546
Q#233 - >DIPPA_22489.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04577.13 ;; note=Protein of unknown function (DUF563)	superfamily	472831	634	701	0.000209925	39.9855	cl15705	Glyco_transf_61 superfamily	N	 - 
Q#235 - >DIPPA_15830.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	1163	1310	9.53125e-05	43.0601	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#235 - >DIPPA_15830.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	429334	1312	1376	0.00144547	40.6795	cl25522	FAP superfamily	C	 - 
Q#236 - >DIPPA_15818.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03215.14 ;; note=Rad17 cell cycle checkpoint protein,nuclear predicted localisation	superfamily	367398	143	284	6.62645e-11	60.357	cl36571	Rad17 superfamily	C	 - 
Q#237 - >DIPPA_19791.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00787.23 ;; note=PX domain	superfamily	459940	31	104	3.47329e-06	42.9989	cl47595	PX superfamily	C	 - 
Q#238 - >DIPPA_02371.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00658.17 ;; note=Poly-adenylate binding protein, unique domain	specific	459893	706	758	1.76259e-07	47.0817	pfam00658	PABP	 - 	cl47580
Q#238 - >DIPPA_02371.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00658.17 ;; note=Poly-adenylate binding protein, unique domain	specific	465719	222	240	4.11148e-05	38.9374	pfam18345	zf_CCCH_4	 - 	cl48331
Q#238 - >DIPPA_02371.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00658.17 ;; note=Poly-adenylate binding protein, unique domain	superfamily	464787	342	366	0.000988571	37.4414	cl25863	zf-CCCH_3 superfamily	NC	 - 
Q#238 - >DIPPA_02371.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00658.17 ;; note=Poly-adenylate binding protein, unique domain	superfamily	464787	222	281	0.00402531	35.9006	cl25863	zf-CCCH_3 superfamily	C	 - 
Q#239 - >DIPPA_22336.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	579	729	8.88103e-09	53.4774	cl00213	DNA_BRE_C superfamily	 - 	 - 
Q#245 - >DIPPA_31783.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07691.11,protein motif:PFAM:PF00754.24 ;; note=PA14 domain,F5/8 type C domain	superfamily	471833	111	242	1.41872e-16	73.9408	cl08459	PA14 superfamily	 - 	 - 
Q#245 - >DIPPA_31783.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07691.11,protein motif:PFAM:PF00754.24 ;; note=PA14 domain,F5/8 type C domain	specific	459925	276	367	1.32287e-11	59.7686	pfam00754	F5_F8_type_C	 - 	cl47591
Q#246 - >DIPPA_31783.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF07691.11,protein motif:PFAM:PF00754.24 ;; note=PA14 domain,F5/8 type C domain	superfamily	471833	99	230	1.31421e-16	73.9408	cl08459	PA14 superfamily	 - 	 - 
Q#246 - >DIPPA_31783.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF07691.11,protein motif:PFAM:PF00754.24 ;; note=PA14 domain,F5/8 type C domain	specific	459925	264	355	1.26505e-11	59.7686	pfam00754	F5_F8_type_C	 - 	cl47591
Q#248 - >DIPPA_05359.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	98	249	4.92049e-07	49.6085	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#249 - >DIPPA_05406.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00635.25 ;; note=MSP (Major sperm protein) domain	superfamily	459882	18	61	3.19144e-05	37.7302	cl44412	Motile_Sperm superfamily	C	 - 
Q#250 - >DIPPA_05372.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07344.10 ;; note=Amastin surface glycoprotein	superfamily	414755	81	181	2.26739e-05	41.0627	cl06401	Amastin superfamily	N	 - 
Q#251 - >DIPPA_05402.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07647.16 ;; note=SAM domain (Sterile alpha motif)	specific	429573	685	738	8.16648e-07	44.9528	pfam07647	SAM_2	 - 	cl15755
Q#252 - >DIPPA_05396.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07344.10 ;; note=Amastin surface glycoprotein,plasma_membrane predicted localisation,contains 4 TM domains	superfamily	414755	81	181	7.91308e-05	39.5219	cl06401	Amastin superfamily	N	 - 
Q#255 - >DIPPA_01976.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	128	257	2.23693e-10	56.559	cl00213	DNA_BRE_C superfamily	 - 	 - 
Q#257 - >DIPPA_02013.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF09468.9 ;; note=Ydr279p protein family (RNase H2 complex component)	superfamily	462819	160	200	0.000144192	39.8029	cl25760	CDC27 superfamily	N	 - 
Q#257 - >DIPPA_02013.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF09468.9 ;; note=Ydr279p protein family (RNase H2 complex component)	superfamily	418515	26	73	0.00749543	33.8962	cl18968	RNase_H2-B superfamily	NC	 - 
Q#258 - >DIPPA_02013.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF09468.9 ;; note=Ydr279p protein family (RNase H2 complex component),nuclear predicted localisation	superfamily	462819	273	313	0.000320839	40.1881	cl25760	CDC27 superfamily	N	 - 
Q#258 - >DIPPA_02013.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF09468.9 ;; note=Ydr279p protein family (RNase H2 complex component),nuclear predicted localisation	superfamily	418515	139	186	0.00811204	34.6666	cl18968	RNase_H2-B superfamily	NC	 - 
Q#259 - >DIPPA_02009.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01281.18 ;; note=Ribosomal protein L9, N-terminal domain,mitochondrial predicted localisation	specific	460146	182	221	4.53896e-09	49.6805	pfam01281	Ribosomal_L9_N	 - 	cl29500
Q#260 - >DIPPA_01985.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04212.17 ;; note=MIT (microtubule interacting and transport) domain,cytoplasmic predicted localisation	superfamily	461228	67	128	4.72229e-05	38.6759	cl45962	MIT superfamily	 - 	 - 
Q#261 - >DIPPA_02006.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00075.23 ;; note=RNase H,mitochondrial predicted localisation	superfamily	449355	121	220	1.04133e-06	44.564	cl14782	RNase_H_like superfamily	C	 - 
Q#262 - >DIPPA_01996.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01302.24 ;; note=CAP-Gly domain,nuclear predicted localisation	specific	460154	903	969	1.77536e-08	50.4788	pfam01302	CAP_GLY	 - 	cl47651
Q#263 - >DIPPA_19400.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain	superfamily	471952	5	63	1.11216e-12	59.178	cl09927	S1_like superfamily	 - 	 - 
Q#263 - >DIPPA_19400.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain	superfamily	471952	103	170	1.25852e-05	39.918	cl09927	S1_like superfamily	 - 	 - 
Q#264 - >DIPPA_19396.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13639.5 ;; note=Ring finger domain,nuclear predicted localisation	specific	433370	226	269	2.42294e-09	50.8683	pfam13639	zf-RING_2	 - 	cl17238
Q#265 - >DIPPA_19342.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00787.23 ;; note=PX domain	superfamily	459940	90	173	9.6325e-09	50.3177	cl47595	PX superfamily	 - 	 - 
Q#267 - >DIPPA_19339.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00169.28 ;; note=PH domain	specific	459697	325	438	6.81808e-09	51.7943	pfam00169	PH	 - 	cl47510
Q#273 - >DIPPA_07634.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00583.24 ;; note=Acetyltransferase (GNAT) family	specific	395465	343	446	1.00972e-09	54.0608	pfam00583	Acetyltransf_1	N	cl17182
Q#274 - >DIPPA_07600.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00754.24 ;; note=F5/8 type C domain,plasma_membrane predicted localisation,contains 1 TM domains	specific	459925	245	366	1.98939e-11	59.7686	pfam00754	F5_F8_type_C	 - 	cl47591
Q#275 - >DIPPA_07620.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	4	91	5.28398e-10	57.3125	cl40470	ps-ssRNAv_RdRp-like superfamily	N	 - 
Q#276 - >DIPPA_07642.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	206	361	1.64978e-10	59.2385	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#276 - >DIPPA_07642.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	680	835	1.64978e-10	59.2385	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#277 - >DIPPA_07609.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02953.14 ;; note=Tim10/DDP family zinc finger	specific	460764	28	70	5.14672e-06	38.6965	pfam02953	zf-Tim10_DDP	N	cl03798
Q#280 - >DIPPA_20099.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02825.19 ;; note=WWE domain	specific	460715	9	76	7.32296e-11	56.5359	pfam02825	WWE	 - 	cl47775
Q#281 - >DIPPA_20080.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07344.10 ;; note=Amastin surface glycoprotein,plasma_membrane predicted localisation,contains 4 TM domains	superfamily	414755	18	167	0.00266322	34.8995	cl06401	Amastin superfamily	 - 	 - 
Q#283 - >DIPPA_20093.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF10282.8 ;; note=Lactonase, 7-bladed beta-propeller	superfamily	431196	22	363	5.93721e-30	115.782	cl38315	Lactonase superfamily	 - 	 - 
Q#284 - >DIPPA_20088.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07344.10 ;; note=Amastin surface glycoprotein,plasma_membrane predicted localisation,contains 4 TM domains	superfamily	414755	74	181	0.0007591	36.8255	cl06401	Amastin superfamily	N	 - 
Q#285 - >DIPPA_20089.mRNA.1 product=hypothetical protein ;; note=plasma_membrane predicted localisation,contains 4 TM domains	superfamily	414755	44	167	0.00953557	33.3588	cl06401	Amastin superfamily	N	 - 
Q#286 - >DIPPA_03676.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	263	418	9.07998e-12	62.7052	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#288 - >DIPPA_03668.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07885.15 ;; note=Ion channel,plasma_membrane predicted localisation,contains 4 TM domains	specific	462301	355	401	3.20308e-07	45.7214	pfam07885	Ion_trans_2	N	cl47994
Q#292 - >DIPPA_28370.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00651.30 ;; note=BTB/POZ domain	specific	395526	48	155	3.60939e-15	69.9788	pfam00651	BTB	 - 	cl38908
Q#293 - >DIPPA_23416.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	specific	395050	322	337	0.00068448	34.811	pfam00098	zf-CCHC	 - 	cl37618
Q#294 - >DIPPA_18599.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03167.18 ;; note=Uracil DNA glycosylase superfamily,mitochondrial predicted localisation	superfamily	444933	27	152	1.48359e-07	46.5707	cl00483	UDG-like superfamily	 - 	 - 
Q#297 - >DIPPA_18577.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07061.10 ;; note=Swi5,nuclear predicted localisation	superfamily	462077	1037	1069	6.22964e-05	40.6147	cl06204	Swi5 superfamily	N	 - 
Q#298 - >DIPPA_18626.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00642.23 ;; note=Zinc finger C-x8-C-x5-C-x3-H type (and similar),nuclear predicted localisation	specific	465626	410	431	3.19677e-06	41.8051	pfam18044	zf-CCCH_4	 - 	cl48329
Q#299 - >DIPPA_18591.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12158.7 ;; note=Protein of unknown function (DUF3592)	specific	432368	19	155	1.92048e-07	47.4611	pfam12158	DUF3592	 - 	cl13576
Q#300 - >DIPPA_33072.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	263	418	9.07998e-12	62.7052	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#301 - >DIPPA_24385.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	234	389	8.59698e-12	62.7052	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#305 - >DIPPA_27053.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	263	418	9.07998e-12	62.7052	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#306 - >DIPPA_27064.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05699.13 ;; note=hAT family C-terminal dimerisation region,nuclear predicted localisation	superfamily	399013	361	429	3.8882e-08	48.7969	cl05324	Dimer_Tnp_hAT superfamily	 - 	 - 
Q#307 - >DIPPA_27046.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00642.23 ;; note=Zinc finger C-x8-C-x5-C-x3-H type (and similar)	specific	465626	56	77	2.60021e-05	39.1087	pfam18044	zf-CCCH_4	 - 	cl48329
Q#307 - >DIPPA_27046.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00642.23 ;; note=Zinc finger C-x8-C-x5-C-x3-H type (and similar)	superfamily	464787	67	125	0.000991549	36.671	cl25863	zf-CCCH_3 superfamily	C	 - 
Q#309 - >DIPPA_51776.mRNA.1 product=hypothetical protein ;; Target=TR130657__c0_g2_i2__m.31571 1 91 + ;; inference=protein motif:PFAM:PF00023.25,protein motif:PFAM:PF12796.2,protein motif:PFAM:PF13857.1,protein motif:PFAM:PF13606.1,protein motif:PFAM:PF13637.1	superfamily	463710	20	48	7.16974e-06	38.9437	cl48147	Ank_2 superfamily	N	 - 
Q#310 - >DIPPA_27065.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13180.5 ;; note=PDZ domain	specific	436067	36	86	9.14852e-10	49.0636	pfam17820	PDZ_6	 - 	cl39313
Q#311 - >DIPPA_27066.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00023.29 ;; note=Ankyrin repeat	superfamily	463710	20	48	7.16974e-06	38.9437	cl48147	Ank_2 superfamily	N	 - 
Q#313 - >DIPPA_16435.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF14587.5,protein motif:PFAM:PF14200.5 ;; note=O-Glycosyl hydrolase family 30,Ricin-type beta-trefoil lectin domain-like,cytoplasmic predicted localisation	superfamily	451560	14	384	2.26814e-84	274.441	cl23815	Glyco_hydro_30 superfamily	 - 	 - 
Q#313 - >DIPPA_16435.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF14587.5,protein motif:PFAM:PF14200.5 ;; note=O-Glycosyl hydrolase family 30,Ricin-type beta-trefoil lectin domain-like,cytoplasmic predicted localisation	specific	464102	555	635	2.02904e-11	59.3155	pfam14200	RicinB_lectin_2	 - 	cl48241
Q#314 - >DIPPA_30570.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01547.24 ;; note=Bacterial extracellular solute-binding protein,plasma_membrane predicted localisation,contains 3 TM domains	specific	460248	103	336	3.38179e-06	48.1813	pfam01547	SBP_bac_1	 - 	cl47681
Q#315 - >DIPPA_30588.mRNA.1 product=hypothetical protein ;; note=plasma_membrane predicted localisation,contains 3 TM domains	specific	460248	54	337	1.02978e-10	62.0484	pfam01547	SBP_bac_1	 - 	cl47681
Q#320 - >DIPPA_00066.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13180.5 ;; note=PDZ domain,nuclear predicted localisation	specific	433015	662	729	6.23089e-13	62.6742	pfam13180	PDZ_2	 - 	cl49608
Q#320 - >DIPPA_00066.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13180.5 ;; note=PDZ domain,nuclear predicted localisation	superfamily	114219	58	369	0.000278085	42.4013	cl30946	SCP-1 superfamily	N	 - 
Q#322 - >DIPPA_12699.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07517.13 ;; note=SecA DEAD-like domain	superfamily	462190	178	255	0.00359146	38.6297	cl29245	SecA_DEAD superfamily	NC	 - 
Q#323 - >DIPPA_31635.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	10	158	2.75256e-07	47.3142	cl00213	DNA_BRE_C superfamily	 - 	 - 
Q#324 - >DIPPA_31622.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13456.5 ;; note=Reverse transcriptase-like	superfamily	449355	3	110	3.61219e-09	51.1124	cl14782	RNase_H_like superfamily	 - 	 - 
Q#325 - >DIPPA_31614.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	686	739	4.21621e-08	51.5514	cl00213	DNA_BRE_C superfamily	N	 - 
Q#327 - >DIPPA_04152.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00501.27 ;; note=AMP-binding enzyme	superfamily	459834	691	871	4.1439e-07	51.9294	cl47557	AMP-binding superfamily	C	 - 
Q#327 - >DIPPA_04152.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00501.27 ;; note=AMP-binding enzyme	superfamily	460830	2	173	0.000712317	42.0614	cl38111	Atrophin-1 superfamily	C	 - 
Q#328 - >DIPPA_04161.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00036.31 ;; note=EF hand	specific	463869	91	120	2.61561e-06	42.1636	pfam13405	EF-hand_6	 - 	cl38409
Q#328 - >DIPPA_04161.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00036.31 ;; note=EF hand	specific	463900	89	150	0.00972802	33.381	pfam13499	EF-hand_7	 - 	cl38414
Q#329 - >DIPPA_51885.mRNA.1 product=hypothetical protein ;; Target=TR33039__c0_g1_i1__m.3904 1 2667 +,TR33039__c0_g1_i1__m.3904 1 661 + ;; inference=protein motif:PFAM:PF00612.22	superfamily	114270	283	427	0.000129452	42.7276	cl25814	Pneumo_att_G superfamily	NC	 - 
Q#331 - >DIPPA_02380.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	128	257	1.87516e-10	56.559	cl00213	DNA_BRE_C superfamily	 - 	 - 
Q#332 - >DIPPA_51929.mRNA.1 product=hypothetical protein ;; Target=TR114759__c6_g2_i2__m.26554 1 151 + ;; inference=protein motif:PFAM:PF09273.6	specific	462737	13	133	3.23982e-05	39.3206	pfam09273	Rubis-subs-bind	 - 	cl07783
Q#334 - >DIPPA_09777.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05529.11 ;; note=B-cell receptor-associated protein 31-like,plasma_membrane predicted localisation,contains 3 TM domains	superfamily	461673	77	115	2.22196e-05	39.3967	cl47927	Bap31 superfamily	N	 - 
Q#335 - >DIPPA_51923.mRNA.1 product=hypothetical protein ;; Target=TR21376__c0_g1_i1__m.2216 1 2042 +,TR21376__c0_g1_i1__m.2217 1 2042 +,TR21376__c0_g1_i1__m.2216 1 649 +,TR21376__c0_g1_i1__m.2217 1 137 + ;; inference=protein motif:PFAM:PF12698.2	superfamily	463674	459	572	0.000114953	42.7622	cl38365	ABC2_membrane_3 superfamily	N	 - 
Q#336 - >DIPPA_51932.mRNA.1 product=hypothetical protein ;; Target=TR114759__c6_g2_i2__m.26554 1 151 + ;; inference=protein motif:PFAM:PF09273.6	specific	462737	13	133	3.23982e-05	39.3206	pfam09273	Rubis-subs-bind	 - 	cl07783
Q#337 - >DIPPA_51925.mRNA.1 product=hypothetical protein ;; Target=TR114759__c6_g2_i2__m.26554 1 151 + ;; inference=protein motif:PFAM:PF09273.6	specific	462737	13	133	3.23982e-05	39.3206	pfam09273	Rubis-subs-bind	 - 	cl07783
Q#338 - >DIPPA_09772.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01652.17 ;; note=Eukaryotic initiation factor 4E,nuclear predicted localisation	specific	460281	369	505	1.68956e-18	80.6475	pfam01652	IF4E	C	cl02106
Q#339 - >DIPPA_09789.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13637.5 ;; note=Ankyrin repeats (many copies),nuclear predicted localisation	specific	463710	270	352	8.25046e-13	62.8261	pfam12796	Ank_2	 - 	cl48147
Q#340 - >DIPPA_22246.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04232.11 ;; note=Stage V sporulation protein S (SpoVS)	superfamily	470030	442	510	1.95585e-09	52.9465	cl01005	SpoVS superfamily	 - 	 - 
Q#340 - >DIPPA_22246.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04232.11 ;; note=Stage V sporulation protein S (SpoVS)	superfamily	470030	337	372	1.35438e-05	42.161	cl01005	SpoVS superfamily	C	 - 
Q#341 - >DIPPA_31281.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01129.17,protein motif:PFAM:PF00805.21 ;; note=NAD:arginine ADP-ribosyltransferase,Pentapeptide repeats (8 copies)	specific	459943	1019	1068	3.57345e-07	46.1792	pfam00805	Pentapeptide	 - 	cl47596
Q#341 - >DIPPA_31281.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01129.17,protein motif:PFAM:PF00805.21 ;; note=NAD:arginine ADP-ribosyltransferase,Pentapeptide repeats (8 copies)	superfamily	469640	311	426	6.52088e-05	44.3605	cl00173	VIP2 superfamily	N	 - 
Q#341 - >DIPPA_31281.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01129.17,protein motif:PFAM:PF00805.21 ;; note=NAD:arginine ADP-ribosyltransferase,Pentapeptide repeats (8 copies)	superfamily	476819	554	667	0.00156323	39.4093	cl38936	P-loop_NTPase superfamily	 - 	 - 
Q#342 - >DIPPA_31281.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF01129.17,protein motif:PFAM:PF00805.21 ;; note=NAD:arginine ADP-ribosyltransferase,Pentapeptide repeats (8 copies)	specific	459943	1019	1068	2.64128e-07	46.1792	pfam00805	Pentapeptide	 - 	cl47596
Q#342 - >DIPPA_31281.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF01129.17,protein motif:PFAM:PF00805.21 ;; note=NAD:arginine ADP-ribosyltransferase,Pentapeptide repeats (8 copies)	superfamily	469640	311	426	4.69399e-05	44.3605	cl00173	VIP2 superfamily	N	 - 
Q#342 - >DIPPA_31281.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF01129.17,protein motif:PFAM:PF00805.21 ;; note=NAD:arginine ADP-ribosyltransferase,Pentapeptide repeats (8 copies)	superfamily	476819	554	667	0.00155879	39.0241	cl38936	P-loop_NTPase superfamily	 - 	 - 
Q#343 - >DIPPA_31273.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00536.29 ;; note=SAM domain (Sterile alpha motif)	specific	425739	322	362	1.88838e-06	43.0268	pfam00536	SAM_1	C	cl15755
Q#344 - >DIPPA_31273.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF00536.29 ;; note=SAM domain (Sterile alpha motif)	specific	425739	322	362	1.88838e-06	43.0268	pfam00536	SAM_1	C	cl15755
Q#345 - >DIPPA_29198.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06626.11 ;; note=Protein of unknown function (DUF1152),cytoplasmic predicted localisation	superfamily	473229	55	259	1.86717e-10	58.7716	cl19851	DUF1152 superfamily	C	 - 
Q#346 - >DIPPA_29184.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02338.18 ;; note=OTU-like cysteine protease	superfamily	450417	16	117	3.98802e-05	40.1265	cl19932	OTU superfamily	N	 - 
